Recorder,Recordee,Contact Time,Start,End,Order,ICT
2,28,1,78540,78540,1,0
2,28,1,92642,92642,2,14102
2,28,1,111068,111068,3,18426
2,28,1,115472,115472,4,4404
2,29,1,78537,78537,1,0
2,29,367,80770,81136,2,2233
2,29,1,91191,91191,3,10055
2,29,1,91932,91932,4,741
2,29,238,112042,112279,5,20110
2,29,1,114040,114040,6,1761
2,29,127,114288,114414,7,248
2,29,246,115115,115360,8,701
2,29,1,172637,172637,9,57277
2,29,1,183160,183160,10,10523
2,30,1,76844,76844,1,0
2,30,1,89210,89210,2,12366
2,30,3,111322,111324,3,22112
2,30,123,172876,172998,4,61552
2,30,237,173235,173471,5,237
2,32,116,81829,81944,1,0
2,32,1,88842,88842,2,6898
2,32,367,89615,89981,3,773
2,32,1,91194,91194,4,1213
2,32,124,91441,91564,5,247
2,32,1,91813,91813,6,249
2,32,1,96138,96138,7,4325
2,32,727,172391,173117,8,76253
2,32,254,173471,173724,9,354
2,32,129,181591,181719,10,7867
2,32,1,190324,190324,11,8605
2,33,1,89468,89468,1,0
2,33,1,95399,95399,2,5931
2,33,238,112042,112279,3,16643
2,33,1,172637,172637,4,60358
2,33,1,249133,249133,5,76496
2,34,348,79162,79509,1,0
2,34,8,83530,83537,2,4021
2,34,8,84947,84954,3,1410
2,34,374,87737,88110,4,2783
2,34,117,91199,91315,5,3089
2,34,115,91692,91806,6,377
2,34,358,92044,92401,7,238
2,34,1,94300,94300,8,1899
2,34,1,95650,95650,9,1350
2,34,8,96011,96018,10,361
2,34,132,109724,109855,11,13706
2,34,1,110467,110467,12,612
2,34,236,111569,111804,13,1102
2,34,1,115479,115479,14,3675
2,34,22,185429,185450,15,69950
2,34,251,185695,185945,16,245
2,34,1,186433,186433,17,488
2,34,1,186681,186681,18,248
2,34,1,187038,187038,19,357
2,34,1,188073,188073,20,1035
2,34,1,188782,188782,21,709
2,35,1,78298,78298,1,0
2,35,1,79271,79271,2,973
2,35,1,79742,79742,3,471
2,35,1,88842,88842,4,9100
2,35,5,89210,89214,5,368
2,35,1,112151,112151,6,22937
2,35,118,177342,177459,7,65191
2,35,1,183160,183160,8,5701
2,35,1,189747,189747,9,6587
2,35,1195,190324,191518,10,577
2,35,1,191856,191856,11,338
2,35,485,192213,192697,12,357
2,35,595,193048,193642,13,351
2,35,1,193780,193780,14,138
2,36,241,76844,77084,1,0
2,36,1,77702,77702,2,618
2,36,1,78181,78181,3,479
2,36,7,81596,81602,4,3415
2,36,1,109484,109484,5,27882
2,36,1,111804,111804,6,2320
2,36,1,112151,112151,7,347
2,37,110,112042,112151,1,0
2,37,1,180623,180623,2,68472
2,38,124,77205,77328,1,0
2,38,1,78061,78061,2,733
2,38,1,81482,81482,3,3421
2,38,1,81829,81829,4,347
2,38,3,91191,91193,5,9362
2,38,1,91315,91315,6,122
2,38,8,109848,109855,7,18533
2,39,1,78061,78061,1,0
2,39,125,78298,78422,2,237
2,39,1,82056,82056,3,3634
2,39,1,82567,82567,4,511
2,39,351,83180,83530,5,613
2,39,1,83887,83887,6,357
2,39,1,89854,89854,7,5967
2,39,1,90967,90967,8,1113
2,39,6,91194,91199,9,227
2,39,129,91564,91692,10,365
2,39,1460,109484,110943,11,17792
2,39,129,112151,112279,12,1208
2,39,134,184109,184242,13,71830
2,39,355,189626,189980,14,5384
2,40,1,78061,78061,1,0
2,40,112,80431,80542,2,2370
2,40,1,81136,81136,3,594
2,40,1,81602,81602,4,466
2,40,125,87737,87861,5,6135
2,40,1,172391,172391,6,84530
2,40,1,173235,173235,7,844
2,40,611,182550,183160,8,9315
2,40,1,183997,183997,9,837
2,40,1,189626,189626,10,5629
2,40,1,245527,245527,11,55901
2,41,1,173235,173235,1,0
2,41,1,180748,180748,2,7513
2,41,112,181963,182074,3,1215
2,41,359,183520,183878,4,1446
3,1,8,21949,21956,1,0
3,1,1,23124,23124,2,1168
3,1,8,74968,74975,3,51844
3,1,228,82028,82255,4,7053
3,1,1,87934,87934,5,5679
3,1,5,90415,90419,6,2481
3,1,1,91509,91509,7,1090
3,1,1,96444,96444,8,4935
3,1,126,179360,179485,9,82916
3,1,1,192049,192049,10,12564
3,1,8,192406,192413,11,357
3,1,118,251119,251236,12,58706
3,1,361,257305,257665,13,6069
3,1,476,258141,258616,14,476
3,1,125,259065,259189,15,449
3,2,1,81673,81673,1,0
3,2,1,87934,87934,2,6261
3,2,1,90425,90425,3,2491
3,2,492,91383,91874,4,958
3,2,136,93886,94021,5,2012
3,2,141,94482,94622,6,461
3,2,1,95111,95111,7,489
3,2,1,96079,96079,8,968
3,2,246,96444,96689,9,365
3,2,1,111398,111398,10,14709
3,2,126,182269,182394,11,70871
3,2,121,182627,182747,12,233
3,2,1,183106,183106,13,359
3,2,1,186498,186498,14,3392
3,2,1,191236,191236,15,4738
3,2,1,194331,194331,16,3095
3,2,8,195180,195187,17,849
3,4,1,21959,21959,1,0
3,4,465,22428,22892,2,469
3,4,235,23241,23475,3,349
3,4,600,23962,24561,4,487
3,4,341,24793,25133,5,232
3,4,1,88916,88916,6,63783
3,4,1,89162,89162,7,246
3,4,608,89808,90415,8,646
3,4,360,90430,90789,9,15
3,4,730,91383,92112,10,594
3,4,1,98949,98949,11,6837
3,4,1,113524,113524,12,14575
3,4,127,173072,173198,13,59548
3,4,1,174035,174035,14,837
3,4,1,174413,174413,15,378
3,4,1,176689,176689,16,2276
3,4,617,177532,178148,17,843
3,4,121,179485,179605,18,1337
3,4,1,184428,184428,19,4823
3,4,378,185259,185636,20,831
3,4,1,250504,250504,21,64868
3,5,11,21949,21959,1,0
3,5,113,22428,22540,2,469
3,5,1,22892,22892,3,352
3,5,6,23598,23603,4,706
3,5,15,75336,75350,5,51733
3,5,1,75482,75482,6,132
3,5,1,75853,75853,7,371
3,5,1,76671,76671,8,818
3,5,362,89928,90289,9,13257
3,5,8,164808,164815,10,74519
3,5,116,170999,171114,11,6184
3,5,740,171358,172097,12,244
3,5,1,179714,179714,13,7617
3,5,1,182507,182507,14,2793
3,5,484,182747,183230,15,240
3,5,1,184435,184435,16,1205
3,5,1087,264490,265576,17,80055
3,5,1,266145,266145,18,569
3,6,136,78489,78624,1,0
3,6,1,90053,90053,2,11429
3,6,1,106831,106831,3,16778
3,6,266,185371,185636,4,78540
3,6,8,186013,186020,5,377
3,6,8,194451,194458,6,8431
3,7,8,21949,21956,1,0
3,7,1,22774,22774,2,818
3,7,1,89924,89924,3,67150
3,7,1,250504,250504,4,160580
3,7,1,252584,252584,5,2080
3,8,1,21944,21944,1,0
3,8,1,22650,22650,2,706
3,8,110,23733,23842,3,1083
3,8,2,90430,90431,4,66588
3,8,1,91760,91760,5,1329
3,8,247,111019,111265,6,19259
3,8,741,161060,161800,7,49795
3,8,485,162779,163263,8,979
3,8,1,252337,252337,9,89074
3,9,1,23475,23475,1,0
3,9,1,23733,23733,2,258
3,9,29,75336,75364,3,51603
3,9,1,77529,77529,4,2165
3,9,1,78624,78624,5,1095
3,9,1,89928,89928,6,11304
3,9,865,171114,171978,7,81186
3,9,1,179714,179714,8,7736
3,9,1,182269,182269,9,2555
3,9,1,182507,182507,10,238
3,9,1,192282,192282,11,9775
3,9,1,258836,258836,12,66554
3,10,16,21944,21959,1,0
3,10,1,22428,22428,2,469
3,10,1,23733,23733,3,1305
3,10,1,24187,24187,4,454
3,10,131,24431,24561,5,244
3,10,4,25020,25023,6,459
3,10,121,65856,65976,7,40833
3,10,1,99059,99059,8,33083
3,10,1,112923,112923,9,13864
3,10,1,114966,114966,10,2043
3,10,1,155246,155246,11,40280
3,10,876,160925,161800,12,5679
3,10,244,162779,163022,13,979
3,10,1,177415,177415,14,14393
3,10,830,264860,265689,15,87445
3,10,1,266412,266412,16,723
3,11,115,23361,23475,1,0
3,11,364,24072,24435,2,597
3,11,1,99286,99286,3,74851
3,11,1,106609,106609,4,7323
3,11,1,257305,257305,5,150696
3,11,1,267259,267259,6,9954
3,12,1,71816,71816,1,0
3,12,1,251357,251357,2,179541
3,12,1,252460,252460,3,1103
3,12,263,252933,253195,4,473
3,12,241,256695,256935,5,3500
3,13,1,79934,79934,1,0
3,13,340,80508,80847,2,574
3,13,1467,90415,91881,3,9568
3,13,240,92346,92585,4,465
3,13,139,101225,101363,5,8640
3,13,1,112923,112923,6,11560
3,13,1,113285,113285,7,362
3,13,1,256935,256935,8,143650
3,13,1087,264490,265576,9,7555
3,14,119,22774,22892,1,0
3,14,114,81801,81914,2,58909
3,14,1,91874,91874,3,9960
3,14,1895,111391,113285,4,19517
3,14,1,172950,172950,5,59665
3,14,1,252584,252584,6,79634
3,14,1,253549,253549,7,965
3,15,1,81213,81213,1,0
3,15,4,82255,82258,2,1042
3,15,343,83849,84191,3,1591
3,15,1,84540,84540,4,349
3,15,1,87934,87934,5,3394
3,15,1,89924,89924,6,1990
3,15,111,90679,90789,7,755
3,15,1,102241,102241,8,11452
3,15,1,162779,162779,9,60538
3,15,1,164583,164583,10,1804
3,15,1,172950,172950,11,8367
3,15,1,176689,176689,12,3739
3,15,229,177063,177291,13,374
3,15,1,177656,177656,14,365
3,15,249,177900,178148,15,244
3,15,6,182742,182747,16,4594
3,15,114,186626,186739,17,3879
3,15,133,186867,186999,18,128
3,15,2600,187341,189940,19,342
3,16,1,22428,22428,1,0
3,16,1,23727,23727,2,1299
3,16,1,24319,24319,3,592
3,16,1,75357,75357,4,51038
3,16,1,160564,160564,5,85207
3,16,1,160813,160813,6,249
3,16,1086,177063,178148,7,16250
3,16,1,179714,179714,8,1566
3,16,1,180696,180696,9,982
3,16,1,183230,183230,10,2534
3,16,1,251357,251357,11,68127
3,16,1,254035,254035,12,2678
3,16,1,258141,258141,13,4106
3,16,1,268587,268587,14,10446
3,17,1,21944,21944,1,0
3,17,358,23962,24319,2,2018
3,17,15,75343,75357,3,51024
3,17,1,77647,77647,4,2290
3,17,1,90415,90415,5,12768
3,17,122,114241,114362,6,23826
3,17,1,114737,114737,7,375
3,17,748,161053,161800,8,46316
3,17,1,162530,162530,9,730
3,17,1,166084,166084,10,3554
3,17,1,177175,177175,11,11091
3,17,247,184791,185037,12,7616
3,17,8,252810,252817,13,67773
3,17,1,253423,253423,14,606
3,17,1,255467,255467,15,2044
3,17,1,255953,255953,16,486
3,17,1,256441,256441,17,488
3,17,949,264741,265689,18,8300
3,18,1,174148,174148,1,0
3,18,1,176689,176689,2,2541
3,18,1,183230,183230,3,6541
3,18,121,251357,251477,4,68127
3,18,1,252460,252460,5,983
3,18,136,252933,253068,6,473
3,18,113,256695,256807,7,3627
3,19,1,21944,21944,1,0
3,19,349,22540,22888,2,596
3,19,238,23124,23361,3,236
3,19,116,23727,23842,4,366
3,19,1,79705,79705,5,55863
3,19,1,81673,81673,6,1968
3,19,246,89808,90053,7,8135
3,19,1,90419,90419,8,366
3,19,1,90545,90545,9,126
3,19,1,256807,256807,10,166262
3,19,949,264741,265689,11,7934
3,19,1,266145,266145,12,456
3,19,1,267150,267150,13,1005
3,20,4,21956,21959,1,0
3,20,461,22428,22888,2,469
3,20,1054,83960,85013,3,61072
3,20,123,85259,85381,4,246
3,20,1,89808,89808,5,4427
3,20,252,176924,177175,6,87116
3,20,240,177532,177771,7,357
3,20,1,177900,177900,8,129
3,20,1,178391,178391,9,491
3,20,1,179003,179003,10,612
3,20,1,179360,179360,11,357
3,20,121,251357,251477,12,71997
3,20,1,252460,252460,13,983
3,20,8,252933,252940,14,473
3,20,1,259189,259189,15,6249
3,21,238,23124,23361,1,0
3,21,340,23733,24072,2,372
3,21,131,24431,24561,3,359
3,21,477,164457,164933,4,139896
3,21,1,173072,173072,5,8139
3,21,1,173912,173912,6,840
3,21,111,174303,174413,7,391
3,21,1,175147,175147,8,734
3,21,1,175504,175504,9,357
3,21,1,180080,180080,10,4576
3,21,479,182269,182747,11,2189
3,21,1,183836,183836,12,1089
3,21,1,187231,187231,13,3395
3,21,1,189227,189227,14,1996
3,21,1,190875,190875,15,1648
3,21,127,192890,193016,16,2015
3,21,1,194331,194331,17,1315
3,21,8,194811,194818,18,480
3,21,121,251357,251477,19,56539
3,21,1,256935,256935,20,5458
3,22,8,21949,21956,1,0
3,22,1,22428,22428,2,472
3,22,1,22892,22892,3,464
3,22,235,23241,23475,4,349
3,22,1172,23962,25133,5,487
3,22,1,81801,81801,6,56668
3,22,1,82258,82258,7,457
3,22,231,85890,86120,8,3632
3,22,8,91260,91267,9,5140
3,22,1,118649,118649,10,27382
3,22,608,158024,158631,11,39375
3,22,1,164583,164583,12,5952
3,22,1,182158,182158,13,17575
3,22,253,188975,189227,14,6817
3,22,1,247140,247140,15,57913
3,22,1,247279,247279,16,139
3,22,239,248135,248373,17,856
3,22,128,253068,253195,18,4695
3,22,1,257060,257060,19,3865
3,23,1,88065,88065,1,0
3,23,254,161547,161800,2,73482
3,23,1,165286,165286,3,3486
3,23,1,166445,166445,4,1159
3,23,1,173670,173670,5,7225
3,23,1,183486,183486,6,9816
3,23,493,184545,185037,7,1059
3,23,1,250504,250504,8,65467
3,24,353,22540,22892,1,0
3,24,1,89932,89932,2,67040
3,24,1,90545,90545,3,613
3,24,1185,111398,112582,4,20853
3,24,1,112923,112923,5,341
3,24,1,113285,113285,6,362
3,24,1,170999,170999,7,57714
3,24,1,186251,186251,8,15252
3,24,1,250627,250627,9,64376
3,24,110,257431,257540,10,6804
3,24,238,257904,258141,11,364
3,24,463,258727,259189,12,586
3,25,1,23013,23013,1,0
3,25,130,23598,23727,2,585
3,25,460,24561,25020,3,834
3,25,1,82640,82640,4,57620
3,25,1,89559,89559,5,6919
3,25,370,162653,163022,6,73094
3,25,1,163263,163263,7,241
3,25,1,176074,176074,8,12811
3,25,1574,178141,179714,9,2067
3,25,1831,184545,186375,10,4831
3,25,1,190282,190282,11,3907
3,25,361,250876,251236,12,60594
3,25,128,253068,253195,13,1832
3,25,1,257665,257665,14,4470
3,25,1,258141,258141,15,476
3,26,1,22650,22650,1,0
3,26,117,23245,23361,2,595
3,26,236,23727,23962,3,366
3,26,1,24319,24319,4,357
3,26,460,24561,25020,5,242
3,26,1,81673,81673,6,56653
3,26,237,82640,82876,7,967
3,26,701,84313,85013,8,1437
3,26,8,85508,85515,9,495
3,26,483,86488,86970,10,973
3,26,1,87810,87810,11,840
3,26,233,110647,110879,12,22837
3,26,390,111137,111526,13,258
3,26,247,113868,114114,14,2342
3,26,119,114737,114855,15,623
3,26,1,165397,165397,16,50542
3,26,1,173791,173791,17,8394
3,26,1,174162,174162,18,371
3,26,115,174793,174907,19,631
3,26,243,175262,175504,20,355
3,26,1,182987,182987,21,7483
3,26,952,257665,258616,22,74678
3,26,729,264490,265218,23,5874
3,26,242,265448,265689,24,230
3,26,1,266145,266145,25,456
3,27,1,21944,21944,1,0
3,27,1,23842,23842,2,1898
3,27,1,24678,24678,3,836
3,27,1,74975,74975,4,50297
3,27,1,75739,75739,5,764
3,27,1,76090,76090,6,351
3,27,129,81673,81801,7,5583
3,27,614,89932,90545,8,8131
3,27,1,91013,91013,9,468
3,27,127,91383,91509,10,370
3,27,596,91874,92469,11,365
3,27,114,92710,92823,12,241
3,27,1,111391,111391,13,18568
3,27,1,111643,111643,14,252
3,27,117,113056,113172,15,1413
3,27,488,159228,159715,16,46056
3,27,363,162779,163141,17,3064
3,27,1,165397,165397,18,2256
3,27,1,174667,174667,19,9270
3,27,862,176924,177785,20,2257
3,27,1,181911,181911,21,4126
3,27,1,182158,182158,22,247
3,27,1,252337,252337,23,70179
3,28,1,24671,24671,1,0
3,28,1,75343,75343,2,50672
3,28,1,77157,77157,3,1814
3,29,1,21949,21949,1,0
3,29,1,22428,22428,2,479
3,29,1,111265,111265,3,88837
3,29,1,113524,113524,4,2259
3,29,1,184545,184545,5,71021
3,29,1226,184913,186138,6,368
3,29,1,250504,250504,7,64366
3,30,1,23013,23013,1,0
3,30,1,23598,23598,2,585
3,30,226,23962,24187,3,364
3,30,1,25023,25023,4,836
3,30,1,173545,173545,5,148522
3,30,361,250876,251236,6,77331
3,30,1,259303,259303,7,8067
3,30,1,265102,265102,8,5799
3,31,1,265907,265907,1,0
3,31,1,266644,266644,2,737
3,32,248,24431,24678,1,0
3,32,114,25020,25133,2,342
3,32,1,80508,80508,3,55375
3,32,119,82143,82261,4,1635
3,32,1,89162,89162,5,6901
3,32,614,89932,90545,6,770
3,32,1,90789,90789,7,244
3,32,366,91267,91632,8,478
3,32,1596,173072,174667,9,81440
3,32,862,176924,177785,10,2257
3,32,1,183367,183367,11,5582
3,32,1,186626,186626,12,3259
3,32,1,186753,186753,13,127
3,32,126,245720,245845,14,58967
3,32,359,246200,246558,15,355
3,32,1,253430,253430,16,6872
3,32,1102,255467,256568,17,2037
3,33,1,22774,22774,1,0
3,33,1,77280,77280,2,54506
3,33,1,77772,77772,3,492
3,33,1,78489,78489,4,717
3,33,1,87810,87810,5,9321
3,33,1,114114,114114,6,26304
3,33,119,173191,173309,7,59077
3,33,1,174162,174162,8,853
3,33,1,174667,174667,9,505
3,33,1,176314,176314,10,1647
3,33,1,247019,247019,11,70705
3,34,1,21956,21956,1,0
3,34,240,22774,23013,2,818
3,34,231,23245,23475,3,232
3,34,7,23727,23733,4,252
3,34,1,89924,89924,5,66191
3,34,1,91509,91509,6,1585
3,34,130,110757,110886,7,19248
3,34,1,114966,114966,8,4080
3,34,1,166206,166206,9,51240
3,34,245,167168,167412,10,962
3,34,1,168222,168222,11,810
3,34,1,174162,174162,12,5940
3,34,1,174303,174303,13,141
3,34,585,174793,175377,14,490
3,34,8,176924,176931,15,1547
3,34,7,177175,177181,16,244
3,34,361,177656,178016,17,475
3,34,1215,178391,179605,18,375
3,34,1,187231,187231,19,7626
3,34,8,189345,189352,20,2114
3,35,1,21952,21952,1,0
3,35,358,22888,23245,2,936
3,35,1533,23727,25259,3,482
3,35,115,80733,80847,4,55474
3,35,1,89924,89924,5,9077
3,35,1,90679,90679,6,755
3,35,1,110285,110285,7,19606
3,35,1,110647,110647,8,362
3,35,1,111137,111137,9,490
3,35,1,169526,169526,10,58389
3,35,241,175022,175262,11,5496
3,35,1,176802,176802,12,1540
3,35,1,178640,178640,13,1838
3,35,243,179003,179245,14,363
3,35,238,191125,191362,15,11880
3,35,126,257180,257305,16,65818
3,35,119,258836,258954,17,1531
3,36,1,21952,21952,1,0
3,36,117,23245,23361,2,1293
3,36,132,87934,88065,3,64573
3,36,1,111012,111012,4,22947
3,37,1,22428,22428,1,0
3,37,1,23245,23245,2,817
3,37,131,23603,23733,3,358
3,37,8,28851,28858,4,5118
3,37,134,110886,111019,5,82028
3,37,1,114966,114966,6,3947
3,37,234,165164,165397,7,50198
3,37,1,173198,173198,8,7801
3,37,122,173670,173791,9,472
3,37,1,174148,174148,10,357
3,37,1,175262,175262,11,1114
3,37,1086,176931,178016,12,1669
3,37,8,180073,180080,13,2057
3,37,129,266644,266772,14,86564
3,38,1,21959,21959,1,0
3,38,112,23013,23124,2,1054
3,38,116,24678,24793,3,1554
3,38,127,25133,25259,4,340
3,38,1,89928,89928,5,64669
3,38,1,90425,90425,6,497
3,39,13,21944,21956,1,0
3,39,350,22892,23241,2,936
3,39,1,23598,23598,3,357
3,39,1,24561,24561,4,963
3,39,1,25133,25133,5,572
3,39,1,81673,81673,6,56540
3,39,4,82255,82258,7,582
3,39,8,89155,89162,8,6897
3,39,125,89808,89932,9,646
3,39,1,90289,90289,10,357
3,39,1,91013,91013,11,724
3,39,1,91383,91383,12,370
3,39,241,91760,92000,13,377
3,39,1,92823,92823,14,823
3,39,1,93426,93426,15,603
3,39,8,110879,110886,16,17453
3,39,1,111391,111391,17,505
3,39,1,113637,113637,18,2246
3,39,129,160925,161053,19,47288
3,39,251,161290,161540,20,237
3,39,1,161800,161800,21,260
3,39,127,162653,162779,22,853
3,39,486,250634,251119,23,87855
3,39,1,253423,253423,24,2304
3,39,1,255587,255587,25,2164
3,39,237,255953,256189,26,366
3,40,1,21959,21959,1,0
3,40,1,23124,23124,2,1165
3,40,1,25023,25023,3,1899
3,40,1,25259,25259,4,236
3,40,246,75091,75336,5,49832
3,40,1,77405,77405,6,2069
3,40,1,81914,81914,7,4509
3,40,1,110292,110292,8,28378
3,40,1,160925,160925,9,50633
3,40,621,161180,161800,10,255
3,40,1,162530,162530,11,730
3,40,249,163015,163263,12,485
3,40,1,164692,164692,13,1429
3,40,1,165397,165397,14,705
3,40,1218,173072,174289,15,7675
3,40,610,174413,175022,16,124
3,40,1,180821,180821,17,5799
3,40,1,183230,183230,18,2409
3,40,1089,257180,258268,19,73950
3,40,463,258727,259189,20,459
3,40,836,264741,265576,21,5552
3,40,1,266145,266145,22,569
3,41,8,21952,21959,1,0
3,41,354,23245,23598,2,1286
3,41,230,23733,23962,3,135
3,41,1,24319,24319,4,357
3,41,132,171234,171365,5,146915
3,41,1077,173072,174148,6,1707
3,41,859,174289,175147,7,141
3,41,8,184428,184435,8,9281
3,41,1,189101,189101,9,4666
3,41,123,189697,189819,10,596
3,41,1,190173,190173,11,354
3,41,8,190754,190761,12,581
3,41,119,246901,247019,13,56140
4,1,1,22176,22176,1,0
4,1,1,22528,22528,2,352
4,1,123,22879,23001,3,351
4,1,1,23239,23239,4,238
4,1,1,89084,89084,5,65845
4,1,250,89555,89804,6,471
4,1,6,90385,90390,7,581
4,1,1,90858,90858,8,468
4,1,6,98810,98815,9,7952
4,1,1,108444,108444,10,9629
4,1,1,176787,176787,11,68343
4,1,1,178108,178108,12,1321
4,1,1,180430,180430,13,2322
4,1,1,190833,190833,14,10403
4,1,1,250152,250152,15,59319
4,1,234,250623,250856,16,471
4,2,1,91812,91812,1,0
4,2,1,92305,92305,2,493
4,2,1,93148,93148,3,843
4,2,6,112442,112447,4,19294
4,2,127,114736,114862,5,2289
4,2,1,115952,115952,6,1090
4,2,1,176787,176787,7,60835
4,2,1,181114,181114,8,4327
4,2,134,184388,184521,9,3274
4,2,110,191064,191173,10,6543
4,2,8,249030,249037,11,57857
4,3,1,21720,21720,1,0
4,3,1,23239,23239,2,1519
4,3,1,23584,23584,3,345
4,3,1,24189,24189,4,605
4,3,114,24530,24643,5,341
4,3,239,25117,25355,6,474
4,3,1,89322,89322,7,63967
4,3,1,90036,90036,8,714
4,3,1,90385,90385,9,349
4,3,462,90511,90972,10,126
4,3,1,91213,91213,11,241
4,3,1,91581,91581,12,368
4,3,1,91812,91812,13,231
4,3,6,92300,92305,14,488
4,3,1,96932,96932,15,4627
4,3,1,99197,99197,16,2265
4,3,124,174790,174913,17,75593
4,3,1,175378,175378,18,465
4,3,1,176787,176787,19,1409
4,3,862,177378,178239,20,591
4,3,1,179479,179479,21,1240
4,3,1,180192,180192,22,713
4,3,1,181480,181480,23,1288
4,3,1,185222,185222,24,3742
4,3,221,185454,185674,25,232
4,3,1,250513,250513,26,64839
4,5,1,21830,21830,1,0
4,5,1,22178,22178,2,348
4,5,1,22409,22409,3,231
4,5,232,23127,23358,4,718
4,5,1,23954,23954,5,596
4,5,243,90146,90388,6,66192
4,5,356,90620,90975,7,232
4,5,4,91213,91216,8,238
4,5,480,91460,91939,9,244
4,5,1,109147,109147,10,17208
4,5,121,109728,109848,11,581
4,5,1,180309,180309,12,70461
4,5,1,184395,184395,13,4086
4,5,1,264822,264822,14,80427
4,6,1,90972,90972,1,0
4,6,1,91460,91460,2,488
4,6,5,91935,91939,3,475
4,6,6,92300,92305,4,361
4,6,1,92785,92785,5,480
4,6,235,100019,100253,6,7234
4,6,479,111164,111642,7,10911
4,6,130,112442,112571,8,800
4,6,111,112699,112809,9,128
4,6,121,179241,179361,10,66432
4,6,1,179595,179595,11,234
4,6,1,184763,184763,12,5168
4,6,115,185113,185227,13,350
4,6,1,185563,185563,14,336
4,6,962,245616,246577,15,60053
4,6,126,249903,250028,16,3326
4,6,8,250282,250289,17,254
4,7,120,21601,21720,1,0
4,7,1,22061,22061,2,341
4,7,1,22288,22288,3,227
